2025-03-21 19:17:29,退款,Steam,sup***@nuvei.com,退款-Steam Purchase,不计收支,5.80,余额宝,退款成功,2025031422001417481428368145_2025032119074102000490011553947	,2025031419074101000490056054585	,,
2025-03-21 18:37:31,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,50.00,余额宝,交易成功,2025032122001417481459448240	,202503210000001181180858	,,
2025-03-21 15:56:59,餐饮美食,luckincoffee,zhi***@lkcoffee.com,订单付款,支出,9.90,余额宝,交易成功,2025032122001417481457599125	,10116940136104584192	,,
2025-03-21 13:38:05,服饰装扮,南极**店,tai***@163.com,【活动价】南极人男士内裤纯棉男生男款抗菌四角裤平角短裤头青少年2025新款,支出,0.00,,支付成功,2025032123001117481457878712	,T200P4272456025039343201	,,
2025-03-21 12:35:59,餐饮美食,友宝,ton***@ubox.cn,2025-03-21 12:35:35,支出,7.62,余额宝&到店扫码红包,交易成功,2025032123001417481457424202	,1711202503214532301255102692	,,
2025-03-21 08:36:17,投资理财,余额宝,zha***@gsfunds.com.cn,余额宝-自动转入,不计收支,0.01,账户余额,交易成功,20250321019130101000480057409375	,20250321009130501000480043890325	,,
2025-03-21 03:45:43,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.20-收益发放,不计收支,0.09,余额宝,交易成功,20250321335886531481	,	,,
2025-03-21 00:49:32,投资理财,浙江网商银行股份有限公司,/,余额升级服务收益发放,不计收支,0.01,,交易成功,20250321102553010017480049236091	,2025032110110121010049240000720018821518666666990618421715101INTEREST	,,
2025-03-20 18:56:15,文化休闲,星星**林,187******75,蔚蓝档案天童爱丽丝女仆二次元礼物少女手办模型摆件礼品雕像,支出,64.90,余额宝,交易关闭,2025032023001117481453916037	,T200P4271566250574343201	,,
2025-03-20 18:55:55,文化休闲,星星**林,187******75,蔚蓝档案天童爱丽丝女仆二次元礼物少女手办模型摆件礼品雕像,不计收支,69.90,,交易关闭,2025032023001117481455639920	,T200P4271330845963343201	,,
2025-03-20 16:39:53,其他,GLOBAL DYNAMIC-GLOBAL DYNAMIC,b15***@service.aliyun.com,2025032016392382656,支出,36.75,余额宝,交易成功,2025032022001417481455416258	,2025032019074101000280058249903	,,
2025-03-20 12:43:46,餐饮美食,友宝,ton***@ubox.cn,2025-03-20 12:19:18,支出,4.50,余额宝,交易成功,2025032023001417481455851876	,1711202503204434506155102693	,,
2025-03-20 11:35:47,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25032011100300001306968120840039,支出,28.33,余额宝,交易成功,2025032022001417481453096383	,20250320113539U46653435126763647	,,
2025-03-20 04:32:22,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.19-收益发放,不计收支,0.09,余额宝,交易成功,20250320330404581481	,	,,
2025-03-19 03:13:44,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.18-收益发放,不计收支,0.09,余额宝,交易成功,20250319324681550481	,	,,
2025-03-18 18:54:40,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,50.00,余额宝,交易成功,2025031822001417481446890916	,202503180000001180827668	,,
2025-03-18 13:37:54,其他,Steam,sup***@nuvei.com,Steam Purchase,支出,39.90,余额宝,交易成功,2025031822001417481444863578	,2025031819074101000570057470117	,,
2025-03-18 13:25:28,其他,Steam,sup***@nuvei.com,Steam Purchase,支出,10.80,余额宝,交易成功,2025031822001417481446449838	,2025031819074101000270057502150	,,
2025-03-18 13:17:58,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460003202503180217212,支出,30.40,余额宝,交易成功,2025031822001417481444157458	,04126600004836000083620250318626447403	,,
2025-03-18 12:38:11,其他,Steam,sup***@nuvei.com,Steam Purchase,支出,26.40,余额宝,交易关闭,2025031822001417481444557582	,2025031819074101000750057472999	,,
2025-03-18 03:06:28,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.17-收益发放,不计收支,0.09,余额宝,交易成功,20250318319435439481	,	,,
2025-03-17 21:03:11,餐饮美食,友宝,ton***@ubox.cn,2025-03-17 21:02:45,支出,7.80,余额宝,交易成功,2025031723001417481441832797	,1711202503177575200055102692	,,
2025-03-17 11:47:57,生活服务,美团,it_***@meituan.com,一周吃5次铁锅牛腩煲-美团App-25031711100300001306457680241039,支出,24.29,余额宝,交易成功,2025031722001417481438621590	,20250317114743U05392955434133838	,,
2025-03-17 09:06:26,餐饮美食,友宝,ton***@ubox.cn,2025-03-17 09:05:57,支出,5.50,余额宝,交易成功,2025031723001417481439437663	,1711202503173274602055102588	,,
2025-03-17 03:27:18,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.16-收益发放,不计收支,0.09,余额宝,交易成功,20250317310045051481	,	,,
2025-03-16 14:46:31,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25031611100300001306321992485039,支出,28.32,余额宝,交易成功,2025031622001417481438518799	,20250316144619U30891778008483574	,,
2025-03-16 03:36:20,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.15-收益发放,不计收支,0.10,余额宝,交易成功,20250316308320291481	,	,,
2025-03-15 20:29:11,餐饮美食,友宝,ton***@ubox.cn,2025-03-15 20:27:58,支出,7.98,余额宝,交易成功,2025031523001417481435058125	,1711202503157366501155102693	,,
2025-03-15 06:06:33,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.14-收益发放,不计收支,0.10,余额宝,交易成功,20250315304684313481	,	,,
2025-03-14 19:01:54,餐饮美食,友宝,ton***@ubox.cn,2025-03-14 19:01:23,支出,3.31,余额宝&红包,交易成功,2025031423001417481432038691	,1711202503146846703255102693	,,
2025-03-14 18:24:52,生活服务,美团,it_***@meituan.com,山东铁锅炒鸡（大学城店）-美团App-25031411100300001305961274998039,支出,24.92,余额宝,交易成功,2025031422001417481432210381	,20250314182444U32881554268973781	,,
2025-03-14 13:59:12,其他,Steam,sup***@nuvei.com,Steam Purchase,支出,12.80,余额宝,交易成功,2025031422001417481430275874	,2025031419074101000420056056891	,,
2025-03-14 13:57:49,其他,Steam,sup***@nuvei.com,Steam Purchase,支出,5.80,余额宝,交易关闭,2025031422001417481428368145	,2025031419074101000490056054585	,,
2025-03-14 03:13:14,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.13-收益发放,不计收支,0.10,余额宝,交易成功,20250314397701523481	,	,,
2025-03-13 19:06:02,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25031311100300001305801239199039,支出,27.33,余额宝,交易成功,2025031322001417481427777603	,20250313190553U12551917691693760	,,
2025-03-13 12:19:33,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460002202503130152275,支出,12.41,余额宝&红包,交易成功,2025031323001417481423516500	,09126600004836000083620250313654868517	,,
2025-03-13 04:34:11,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.12-收益发放,不计收支,0.10,余额宝,交易成功,20250313392424264481	,	,,
2025-03-12 19:21:50,生活服务,美团,it_***@meituan.com,一周吃5次铁锅牛腩煲-美团App-25031211100300001305640248785039,支出,23.29,余额宝,交易成功,2025031222001417481421587632	,20250312192142U28451746981093368	,,
2025-03-12 14:10:02,餐饮美食,luckincoffee,zhi***@lkcoffee.com,订单付款,支出,9.90,余额宝,交易成功,2025031222001417481418366373	,10116887521681465344	,,
2025-03-12 03:23:42,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.11-收益发放,不计收支,0.10,余额宝,交易成功,20250312386996474481	,	,,
2025-03-11 16:56:18,餐饮美食,友宝,ton***@ubox.cn,2025-03-11 16:55:24,支出,13.30,余额宝,交易成功,2025031123001417481413386530	,1711202503116091003155102692	,,
2025-03-11 16:00:21,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25031111100300001305435697246039,支出,29.32,余额宝,交易成功,2025031122001417481413801897	,20250311160012U97454391911174816	,,
2025-03-11 14:54:20,餐饮美食,友宝,ton***@ubox.cn,2025-03-11 14:53:52,支出,4.50,余额宝,交易成功,2025031123001417481414723864	,1711202503115362501255102565	,,
2025-03-11 03:23:20,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.10-收益发放,不计收支,0.10,余额宝,交易成功,20250311381447714481	,	,,
2025-03-10 18:36:21,餐饮美食,友宝,ton***@ubox.cn,2025-03-10 18:35:39,支出,8.00,余额宝,交易成功,2025031023001417481409184555	,1711202503106692200255102693	,,
2025-03-10 12:30:13,账户存取,中国银行,/,提现-实时提现,不计收支,50.00,余额,交易成功,20250310200040011100480060007100	,34922f97cf64a070314f5a72b3bf3d57	,,
2025-03-10 12:29:54,投资理财,曾振杰,zha***@gsfunds.com.cn,余额宝-转出到余额,不计收支,50.00,余额,交易成功,20250310019130200010480063793526	,LC2025031012295420889321686174898529	,,
2025-03-10 12:18:30,日用百货,校园超市,zha***@163.com,HF南苑超市（合工大店）,支出,35.80,余额宝,交易成功,2025031023001417481408893455	,20250310121655089103035	,,
2025-03-10 12:02:32,生活服务,美团,it_***@meituan.com,焖爷柴火肘子焖肉饭-美团App-25031011100300001305231815178039,支出,23.15,余额宝,交易成功,2025031022001417481410196278	,20250310120224U75119688745647619	,,
2025-03-10 08:01:11,餐饮美食,友宝,ton***@ubox.cn,2025-03-10 08:00:58,支出,5.50,余额宝,交易成功,2025031023001417481408429328	,1711202503102884703055102692	,,
2025-03-10 06:07:30,文化休闲,杭州乐读科技有限公司,led***@service.netease.com,网易云音乐-会员自动续费,支出,45.00,余额宝,交易成功,2025031023001417481408429316	,2025031065927PS69462438342	,,
2025-03-10 02:50:40,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.09-收益发放,不计收支,0.11,余额宝,交易成功,20250310376151939481	,	,,
2025-03-09 20:28:37,餐饮美食,友宝,ton***@ubox.cn,2025-03-09 20:28:14,支出,7.80,余额宝,交易成功,2025030923001417481404751833	,1711202503097368500055102692	,,
2025-03-09 12:49:25,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25030911100300001305043016383039,支出,28.87,余额宝,交易成功,2025030922001417481406220211	,20250309124917U69252515513672880	,,
2025-03-09 03:37:40,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.08-收益发放,不计收支,0.11,余额宝,交易成功,20250309370895968481	,	,,
2025-03-08 21:48:32,餐饮美食,友宝,ton***@ubox.cn,2025-03-08 21:48:12,支出,5.50,余额宝,交易成功,2025030823001417481404863964	,1711202503087848101255102692	,,
2025-03-08 21:48:16,餐饮美食,友宝,ton***@ubox.cn,2025-03-08 21:47:57,支出,5.00,余额宝,交易成功,2025030823001417481401230251	,1711202503087846400055102693	,,
2025-03-08 13:17:59,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25030811100300001304814738622039,支出,27.32,余额宝,交易成功,2025030822001417481400589495	,20250308131750U17228412437944071	,,
2025-03-08 05:12:37,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.07-收益发放,不计收支,0.11,余额宝,交易成功,20250308366112593481	,	,,
2025-03-07 03:28:30,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.06-收益发放,不计收支,0.11,余额宝,交易成功,20250307359596810481	,	,,
2025-03-06 23:07:09,餐饮美食,友宝,ton***@ubox.cn,2025-03-06 23:06:50,支出,4.50,余额宝,交易成功,2025030623001417481455329135	,1711202503068319801055102693	,,
2025-03-06 17:37:29,生活服务,美团,it_***@meituan.com,箐筳·荷叶烤鸡（经开大学城店）-美团App-25030611100300001304483936539039,支出,27.78,余额宝,交易成功,2025030622001417481452509788	,20250306173719U22507118265457166	,,
2025-03-06 12:11:39,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,50.00,余额宝,交易成功,2025030622001417481454230937	,202503060000001179458340	,,
2025-03-06 08:05:41,餐饮美食,友宝,ton***@ubox.cn,2025-03-06 08:04:06,支出,5.33,余额宝&到店扫码红包,交易成功,2025030623001417481452367976	,1711202503062903503255102692	,,
2025-03-06 03:43:48,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.05-收益发放,不计收支,0.12,余额宝,交易成功,20250306351674761481	,	,,
2025-03-05 17:44:50,餐饮美食,柏兆记,136******41,收钱码收款,支出,7.63,余额宝&到店扫码红包,交易成功,2025030522001417481450352391	,17411678911932168617489	,,
2025-03-05 17:44:17,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460002202503050647014,支出,15.40,余额宝,交易成功,2025030523001417481452198986	,15126600004836000083620250305993018504	,,
2025-03-05 12:21:44,餐饮美食,友宝,ton***@ubox.cn,2025-03-05 12:21:32,支出,5.00,余额宝,交易成功,2025030523001417481449411469	,1711202503054448102255102692	,,
2025-03-05 03:27:39,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.04-收益发放,不计收支,0.12,余额宝,交易成功,20250305346315358481	,	,,
2025-03-04 22:50:59,其他,Steam,sup***@nuvei.com,Steam Purchase,支出,12.00,余额宝,交易成功,2025030422001417481447298721	,2025030419074101000060052766332	,,
2025-03-04 21:14:33,充值缴费,中国电信,zhi***@chinatelecom-ec.com.cn,为18959353035充值30.0元，谨防诈骗,支出,29.93,余额宝&支付宝随机立减,交易成功,2025030422001417481447026883	,ZY2503042114260023474518	,,
2025-03-04 20:32:53,生活服务,美团,it_***@meituan.com,卷卷卷土鸡焖花卷焖排骨（合肥店）-美团App-25030411100300001304191799689039,支出,20.46,余额宝,交易成功,2025030422001417481446451990	,20250304203246U16255500002471557	,,
2025-03-04 20:27:52,数码电器,si**店,qjd***@simgot.com,【活动价】SIMGOT兴戈 EW200动圈入耳式HiFi有线耳机可换线电脑游戏音乐耳塞,支出,169.00,余额宝,交易成功,2025030423001117481446323307	,T200P4253443128770343201	,,
2025-03-04 12:20:57,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,50.00,余额宝,交易成功,2025030422001417481445466171	,202503040000001179210139	,,
2025-03-04 02:37:22,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.03-收益发放,不计收支,0.13,余额宝,交易成功,20250304336697690481	,	,,
